artist_name,album_name,track_name,ts,is_non_music,hour,day_of_week,month,year,play_count
Emancipator,Live In Athens,Diamonds (Live),2018-12-26 13:57:00,False,13,Wednesday,12,2018,1
Horseshoes & Hand Grenades,Middle Western,Old Man & Me,2018-12-26 13:54:00,False,13,Wednesday,12,2018,8
Particle,Transformations Live For The People,Below The Radar - Live,2018-12-26 13:42:00,False,13,Wednesday,12,2018,1
Michal Menert,SPACE JAZZ,Low Orbit (feat. Keeplove? & Supervision),2018-12-26 13:34:00,False,13,Wednesday,12,2018,28
Gunship,Dark All Day,Woken Furies,2018-12-26 13:28:00,False,13,Wednesday,12,2018,1
Kavinsky,Nightcall,Nightcall,2018-12-26 13:24:00,False,13,Wednesday,12,2018,38
Kavinsky,Nightcall,Nightcall,2018-12-26 13:21:00,False,13,Wednesday,12,2018,38
Stick Figure,Set in Stone,Sentenced,2018-12-26 01:33:00,False,1,Wednesday,12,2018,37
Stick Figure,Set in Stone,Mind Block (feat. Eric Rachmany),2018-12-26 01:29:00,False,1,Wednesday,12,2018,27
Stick Figure,Set in Stone,Choice is Yours (feat. Slightly Stoopid),2018-12-26 01:23:00,False,1,Wednesday,12,2018,39
Stick Figure,Set in Stone,Sound of the Sea,2018-12-26 01:14:00,False,1,Wednesday,12,2018,39
Stick Figure,Set in Stone,In This Love,2018-12-26 01:10:00,False,1,Wednesday,12,2018,56
Stick Figure,Set in Stone,Fire on the Horizon,2018-12-26 01:02:00,False,1,Wednesday,12,2018,71
Stick Figure,Set in Stone,Sound of the Sea,2018-12-25 23:59:00,False,23,Tuesday,12,2018,39
Stick Figure,Set in Stone,In This Love,2018-12-25 23:54:00,False,23,Tuesday,12,2018,56
Stick Figure,Set in Stone,Fire on the Horizon,2018-12-25 23:47:00,False,23,Tuesday,12,2018,71
Zara Larsson,So Good,Ain't My Fault,2018-12-25 23:39:00,False,23,Tuesday,12,2018,77
Halsey,hopeless fountain kingdom (Deluxe),Bad at Love,2018-12-25 23:36:00,False,23,Tuesday,12,2018,102
Taylor Swift,reputation,Look What You Made Me Do,2018-12-25 23:32:00,False,23,Tuesday,12,2018,67
Courtney Barnett,Sometimes I Sit and Think and Sometimes I Just Sit,Pedestrian at Best,2018-12-25 23:29:00,False,23,Tuesday,12,2018,20
Sum 41,All Killer No Filler,Fat Lip,2018-12-24 22:28:00,False,22,Monday,12,2018,34
Johnny Nash,I Can See Clearly Now,I Can See Clearly Now - Edit,2018-12-24 22:25:00,False,22,Monday,12,2018,3
Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just A Friend,2018-12-24 22:21:00,False,22,Monday,12,2018,3
Daryl Hall & John Oates,H2O,Maneater,2018-12-24 22:17:00,False,22,Monday,12,2018,7
Len,Steal My Sunshine EP,Steal My Sunshine - Single Version,2018-12-24 22:12:00,False,22,Monday,12,2018,2
Meredith Brooks,Blurring The Edges,Bitch,2018-12-24 22:07:00,False,22,Monday,12,2018,1
Elton John,Madman Across The Water,Tiny Dancer,2018-12-24 22:01:00,False,22,Monday,12,2018,11
Madness,Total Madness... The Very Best Of Madness,Our House,2018-12-24 21:55:00,False,21,Monday,12,2018,2
Dead or Alive,Dance Hits - 80s & 90s,You Spin Me Round (Like a Record),2018-12-24 21:52:00,False,21,Monday,12,2018,3
Paula Abdul,Forever Your Girl,Straight Up,2018-12-24 21:48:00,False,21,Monday,12,2018,2
Kris Kross,Totally Krossed Out,Jump,2018-12-24 21:45:00,False,21,Monday,12,2018,5
Mark Morrison,Return Of The Mack,Return of the Mack,2018-12-24 21:40:00,False,21,Monday,12,2018,3
Bobby Day,Rockin' Robin,Rockin' Robin,2018-12-24 21:37:00,False,21,Monday,12,2018,5
Men Without Hats,Greatest,Safety Dance,2018-12-24 21:34:00,False,21,Monday,12,2018,5
James Brown,20 All-Time Greatest Hits!,Get Up Offa That Thing,2018-12-24 21:30:00,False,21,Monday,12,2018,4
Guns N' Roses,Appetite for Destruction,Welcome to the Jungle,2018-12-24 21:24:00,False,21,Monday,12,2018,15
Vitamin C,Vitamin C,Graduation (Friends Forever),2018-12-24 21:19:00,False,21,Monday,12,2018,1
The Wallflowers,Bringing Down The Horse,One Headlight,2018-12-24 21:13:00,False,21,Monday,12,2018,8
Mungo Jerry,In The Summertime,In the Summertime,2018-12-24 21:08:00,False,21,Monday,12,2018,4
Scissor Sisters,Scissor Sisters,Take Your Mama,2018-12-24 21:04:00,False,21,Monday,12,2018,5
Macy Gray,Macy Gray On How Life Is,I Try,2018-12-24 21:00:00,False,21,Monday,12,2018,3
Barenaked Ladies,Stunt,One Week,2018-12-24 20:57:00,False,20,Monday,12,2018,18
The Proclaimers,Sunshine On Leith,I'm Gonna Be (500 Miles),2018-12-24 20:52:00,False,20,Monday,12,2018,9
Bowling for Soup,A Hangover You Don't Deserve,1985,2018-12-24 20:49:00,False,20,Monday,12,2018,5
The Darkness,Permission to Land,I Believe in a Thing Called Love,2018-12-24 20:45:00,False,20,Monday,12,2018,37
TLC,CrazySexyCool,Waterfalls,2018-12-24 20:40:00,False,20,Monday,12,2018,4
Bush,Bush Digital Collection,Glycerine,2018-12-24 20:35:00,False,20,Monday,12,2018,6
EVE 6,Eve 6,Inside Out,2018-12-24 20:31:00,False,20,Monday,12,2018,61
Blind Melon,Blind Melon,No Rain,2018-12-24 20:27:00,False,20,Monday,12,2018,30
Sugar Ray,Rhino Hi-Five: Sugar Ray,Fly,2018-12-24 20:23:00,False,20,Monday,12,2018,2
Everclear,So Much for the Afterglow,Father Of Mine,2018-12-24 20:18:00,False,20,Monday,12,2018,2
Bad Company,Straight Shooter,Feel Like Makin' Love - 2015 Remastered Version,2018-12-24 20:13:00,False,20,Monday,12,2018,5
Fastball,All the Pain Money Can Buy,Out of My Head,2018-12-24 20:10:00,False,20,Monday,12,2018,5
Fleetwood Mac,Fleetwood Mac,Landslide,2018-12-24 20:07:00,False,20,Monday,12,2018,31
Ace Frehley,Ace Frehley,New York Groove,2018-12-24 20:02:00,False,20,Monday,12,2018,1
Harvey Danger,Where Have All the Merrymakers Gone?,Flagpole Sitta,2018-12-24 19:59:00,False,19,Monday,12,2018,5
ZZ Ward,LOVE 3X Remixes,LOVE 3X - RAC Mix,2018-12-24 00:55:00,False,0,Monday,12,2018,31
Moontricks,Home EP,Home,2018-12-24 00:50:00,False,0,Monday,12,2018,70
Natasha Kmeto,Inevitable,Inevitable,2018-12-24 00:46:00,False,0,Monday,12,2018,13
HAIM,Days Are Gone,My Song 5,2018-12-24 00:42:00,False,0,Monday,12,2018,29
The Shouting Matches,Grownass Man,Heaven Knows,2018-12-24 00:39:00,False,0,Monday,12,2018,14
System of a Down,System Of A Down (Bonus Pack),Suite-Pee,2018-12-24 00:36:00,False,0,Monday,12,2018,25
KUURO,Aamon,Aamon,2018-12-24 00:29:00,False,0,Monday,12,2018,23
Lewis Del Mar,Loud(y),Loud(y),2018-12-24 00:25:00,False,0,Monday,12,2018,27
George Ezra,Did You Hear the Rain?,Budapest,2018-12-24 00:21:00,False,0,Monday,12,2018,22
Bros,Vol. 1,Tell Me,2018-12-24 00:17:00,False,0,Monday,12,2018,46
Heather Maloney & Darlingside,Woodstock,No Shortcuts,2018-12-24 00:12:00,False,0,Monday,12,2018,18
The John Butler Trio,Flesh & Blood,Blame It on Me,2018-12-24 00:05:00,False,0,Monday,12,2018,35
Portugal. The Man,Remix EP,Evil Friends (feat. Danny Brown) - Jake One Remix,2018-12-24 00:02:00,False,0,Monday,12,2018,35
Volbeat,Rock The Rebel / Metal The Devil,You or Them,2018-12-23 23:56:00,False,23,Sunday,12,2018,23
Sean Paul,Strictly the Best Vol. 49,Riot (feat. Damian Jr. Gong Marley),2018-12-23 23:52:00,False,23,Sunday,12,2018,28
Genesis,Genesis,Just a Job to Do - 2007 Remastered Version,2018-12-23 23:48:00,False,23,Sunday,12,2018,10
Seasick Steve,Sonic Soul Surfer,Don't Ask Me (Bonus Track),2018-12-23 23:40:00,False,23,Sunday,12,2018,22
Tyler Bryant & The Shakedown,Wild Child,Lipstick Wonder Woman,2018-12-23 23:36:00,False,23,Sunday,12,2018,18
White Denim,Corsicana Lemonade,At Night in Dreams,2018-12-23 23:32:00,False,23,Sunday,12,2018,18
Bishop Briggs,Bishop Briggs,River,2018-12-23 23:29:00,False,23,Sunday,12,2018,81
Deqn Sue,Zeitgeist,Magenta,2018-12-23 04:50:00,False,4,Sunday,12,2018,75
Mat Kearney,JUST KIDS (Deluxe Edition),Just Kids,2018-12-23 04:46:00,False,4,Sunday,12,2018,53
Will Hoge,Solo & Live: December 2015,Jesus Came to Tennessee - Live,2018-12-23 04:38:00,False,4,Sunday,12,2018,44
G-Eazy,The Beautiful & Damned,Him & I (with Halsey),2018-12-23 04:34:00,False,4,Sunday,12,2018,60
Bright Eyes,I'm Wide Awake It's Morning,Road to Joy,2018-12-23 04:29:00,False,4,Sunday,12,2018,51
The Chainsmokers,Sick Boy,Sick Boy,2018-12-23 04:25:00,False,4,Sunday,12,2018,40
Stick Figure,Set in Stone,Fire on the Horizon,2018-12-22 21:36:00,False,21,Saturday,12,2018,71
Alabama Shakes,Joe (Live from Austin City Limits),Joe - Live From Austin City Limits,2018-12-22 21:33:00,False,21,Saturday,12,2018,63
Rob Zombie,Best Of/20th Century,Dragula,2018-12-22 21:29:00,False,21,Saturday,12,2018,73
Bishop Briggs,Bishop Briggs,Wild Horses,2018-12-22 21:24:00,False,21,Saturday,12,2018,107
Mat Kearney,JUST KIDS (Deluxe Edition),Just Kids,2018-12-22 21:20:00,False,21,Saturday,12,2018,53
The Motet,Dig Deep,Nemesis,2018-12-22 21:14:00,False,21,Saturday,12,2018,56
Deqn Sue,Zeitgeist,Magenta,2018-12-22 21:08:00,False,21,Saturday,12,2018,75
Robert DeLong,In The Cards,Long Way Down,2018-12-22 21:04:00,False,21,Saturday,12,2018,101
Bright Eyes,I'm Wide Awake It's Morning,Road to Joy,2018-12-22 21:00:00,False,21,Saturday,12,2018,51
G-Eazy,The Beautiful & Damned,Him & I (with Halsey),2018-12-22 20:56:00,False,20,Saturday,12,2018,60
Will Hoge,Solo & Live: December 2015,Jesus Came to Tennessee - Live,2018-12-22 20:51:00,False,20,Saturday,12,2018,44
The Chainsmokers,Sick Boy...Everybody Hates Me,Sick Boy,2018-12-22 20:48:00,False,20,Saturday,12,2018,40
Earl St. Clair,My Name Is Earl,Pain,2018-12-22 20:43:00,False,20,Saturday,12,2018,79
Abir,Girls,Girls,2018-12-22 20:40:00,False,20,Saturday,12,2018,64
Courtney Barnett,Pedestrian at Best,Pedestrian at Best,2018-12-21 18:33:00,False,18,Friday,12,2018,20
Rationale,Re.Up,Re.Up,2018-12-21 18:30:00,False,18,Friday,12,2018,28
Leon Bridges,Coming Home,River,2018-12-21 18:26:00,False,18,Friday,12,2018,81
Justin Timberlake,The 20/20 Experience,Pusher Love Girl,2018-12-21 18:16:00,False,18,Friday,12,2018,31
Logic,Everybody,1-800-273-8255,2018-12-21 18:12:00,False,18,Friday,12,2018,42
Pantera,Far Beyond Driven,I'm Broken,2018-12-21 18:08:00,False,18,Friday,12,2018,23
Jennifer Hudson,Jennifer Hudson,Spotlight,2018-12-21 18:04:00,False,18,Friday,12,2018,24
Bishop Briggs,Bishop Briggs,Wild Horses,2018-12-21 17:59:00,False,17,Friday,12,2018,107
Justin Timberlake,FutureSex/LoveSounds,Until the End of Time,2018-12-21 17:53:00,False,17,Friday,12,2018,24
All That Remains,Overcome,Two Weeks,2018-12-21 17:49:00,False,17,Friday,12,2018,27
The Motet,Dig Deep,Nemesis,2018-12-21 17:41:00,False,17,Friday,12,2018,56
Laith Al-Saadi,Real.,Gone,2018-12-21 17:38:00,False,17,Friday,12,2018,17
Stick Figure,Set in Stone,Weary Eyes,2018-12-21 17:34:00,False,17,Friday,12,2018,30
Monophonics,In Your Brain,Deception,2018-12-21 17:28:00,False,17,Friday,12,2018,20
Stick Figure,Set in Stone,Sunshine and Rain,2018-12-21 17:25:00,False,17,Friday,12,2018,33
Parker Millsap,The Very Last Day,The Very Last Day,2018-12-21 17:22:00,False,17,Friday,12,2018,10
Korn,See You on the Other Side,Coming Undone,2018-12-21 17:19:00,False,17,Friday,12,2018,51
Bone Thugs-N-Harmony,Strength & Loyalty,Wind Blow,2018-12-21 17:13:00,False,17,Friday,12,2018,31
Turkuaz,Digitonium,Nightswimming,2018-12-21 17:08:00,False,17,Friday,12,2018,18
Caught a Ghost,Human Nature,No Sugar In My Coffee,2018-12-21 17:05:00,False,17,Friday,12,2018,26
Chris Stapleton,Traveller,Parachute,2018-12-21 17:00:00,False,17,Friday,12,2018,26
R.L. Burnside,A Bothered Mind,Someday Baby,2018-12-21 16:57:00,False,16,Friday,12,2018,13
Vokab Kompany,The Good Kompany Album,That's Life (Epilogue),2018-12-21 16:53:00,False,16,Friday,12,2018,25
Toadies,Heretics,In The Belly Of A Whale,2018-12-21 16:49:00,False,16,Friday,12,2018,26
Metallica,Death Magnetic,All Nightmare Long,2018-12-21 16:40:00,False,16,Friday,12,2018,25
Dry Kill Logic,The Darker Side of Nonsense,Rot,2018-12-21 16:35:00,False,16,Friday,12,2018,24
Hellyeah,Unden!able,I Don't Care Anymore,2018-12-21 16:30:00,False,16,Friday,12,2018,34
Sophia Bastian,Blind Ambition,Blind Ambition,2018-12-21 16:25:00,False,16,Friday,12,2018,17
KONGOS,Come With Me Now - Single,Come With Me Now,2018-12-21 16:21:00,False,16,Friday,12,2018,18
Priestess,Hello Master,Lay Down,2018-12-21 16:18:00,False,16,Friday,12,2018,25
Splash,Girl Is a Queen,Girl Is a Queen,2018-12-21 16:15:00,False,16,Friday,12,2018,27
Mondo Cozmo,Hold on to Me,Hold on to Me,2018-12-21 16:10:00,False,16,Friday,12,2018,44
Metallica,Garage Inc.,Breadfan (Remastered),2018-12-21 16:04:00,False,16,Friday,12,2018,21
Sun Drug,Wildman,Wildman,2018-12-21 16:01:00,False,16,Friday,12,2018,27
Tech N9ne,Special Effects,Speedom (Wwc2),2018-12-21 15:55:00,False,15,Friday,12,2018,29
Whitehorse,The Northern South Vol. 1,Come on in My Kitchen,2018-12-21 15:48:00,False,15,Friday,12,2018,22
KUURO,Aamon,Aamon,2018-12-21 15:45:00,False,15,Friday,12,2018,23
Sonny Cleveland,Sonny Cleveland,You've Got Me Running in Circles,2018-12-21 15:40:00,False,15,Friday,12,2018,24
Chill Bump,Hidden Strings - EP,Modern Man Intermission,2018-12-21 15:38:00,False,15,Friday,12,2018,57
Chris Stapleton,Traveller,Parachute,2018-12-21 03:16:00,False,3,Friday,12,2018,26
Brent Cobb,Shine on Rainy Day,Black Crow,2018-12-21 03:07:00,False,3,Friday,12,2018,19
Ugly Kid Joe,As Ugly As It Gets: The Very Best Of,Everything About You,2018-12-21 03:03:00,False,3,Friday,12,2018,25
Will Hoge,Solo & Live: December 2015,Jesus Came to Tennessee - Live,2018-12-21 02:57:00,False,2,Friday,12,2018,44
Conner Youngblood,Confidence EP,Confidence,2018-12-21 02:53:00,False,2,Friday,12,2018,30
Super Groupie,Super Groupie,Say You Want Me (feat. Cailin Russo),2018-12-21 02:49:00,False,2,Friday,12,2018,14
Metallica,Garage Inc.,Breadfan (Remastered),2018-12-21 02:42:00,False,2,Friday,12,2018,21
Katastro,Strange Nights,Flow,2018-12-21 02:38:00,False,2,Friday,12,2018,66
Otis Redding,The Dictionary of Soul,Try a Little Tenderness,2018-12-21 02:35:00,False,2,Friday,12,2018,18
Bazzi,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),2018-12-21 02:32:00,False,2,Friday,12,2018,60
The Motet,Dig Deep,Nemesis,2018-12-21 02:26:00,False,2,Friday,12,2018,56
Dave Rawlings Machine,Nashville Obsolete,Bodysnatchers,2018-12-21 02:20:00,False,2,Friday,12,2018,18
Jack Garratt,Remnants,Worry,2018-12-21 02:16:00,False,2,Friday,12,2018,37
Bonnie Raitt,Luck Of The Draw,Papa Come Quick (Jody And Chico),2018-12-21 02:13:00,False,2,Friday,12,2018,30
Stick Figure,Set in Stone,Shadow,2018-12-20 22:11:00,False,22,Thursday,12,2018,35
Stick Figure,Set in Stone,Shadow,2018-12-20 19:24:00,False,19,Thursday,12,2018,35
The Doors,The Complete Studio Albums,Alabama Song (Whisky Bar),2018-12-20 19:21:00,False,19,Thursday,12,2018,21
Metallica,...and Justice for All,Dyers Eve (Remastered),2018-12-20 19:14:00,False,19,Thursday,12,2018,12
St. Vincent,St. Vincent,Birth in Reverse,2018-12-20 19:10:00,False,19,Thursday,12,2018,26
Josh Tarp and The Still,Vigilante EP,Vigilante,2018-12-20 19:08:00,False,19,Thursday,12,2018,22
Metallica,Hardwired,Hardwired,2018-12-20 19:05:00,False,19,Thursday,12,2018,26
Grace,Memo,The Honey,2018-12-20 18:59:00,False,18,Thursday,12,2018,24
Robert Ellis,The Lights from the Chemical Plant,Good Intentions,2018-12-20 18:56:00,False,18,Thursday,12,2018,33
Mitch King,Southerly Change,Southerly Change,2018-12-20 18:50:00,False,18,Thursday,12,2018,17
Kandle,In Flames,Demon,2018-12-20 18:47:00,False,18,Thursday,12,2018,21
Cold War Kids,Love Is Re-Myxtical,Love Is Mystical - 3L Sereno,2018-12-20 18:42:00,False,18,Thursday,12,2018,62
Cold War Kids,Love Is Re-Myxtical,Love Is Mystical - 3L Sereno,2018-12-20 18:38:00,False,18,Thursday,12,2018,62
OPIUO,Omniversal,Jelly,2018-12-20 18:34:00,False,18,Thursday,12,2018,43
Deap Vally,Femejism,Royal Jelly,2018-12-20 18:30:00,False,18,Thursday,12,2018,14
Lyrics Born,Later That Day...,Bad Dreams,2018-12-20 18:26:00,False,18,Thursday,12,2018,23
Rob Zombie,The Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser,Well Everybody's Fucking in a U.F.O.,2018-12-20 18:24:00,False,18,Thursday,12,2018,43
pAS dOO,Think Less Doo More,To Be With You,2018-12-20 18:17:00,False,18,Thursday,12,2018,1
Yomoti,Restless Minds,Restless Minds,2018-12-20 18:15:00,False,18,Thursday,12,2018,4
Jack Dean,Glow,Don't Leave,2018-12-20 18:13:00,False,18,Thursday,12,2018,1
Thelonious Coltrane,Tha Flavas,Everyday is Sunday,2018-12-20 18:12:00,False,18,Thursday,12,2018,3
Brock Berrigan,Point Pleasant,The Waiting Game,2018-12-20 18:09:00,False,18,Thursday,12,2018,1
Soft Eyez,Pink Paradise,Classroom Naps,2018-12-20 18:08:00,False,18,Thursday,12,2018,3
Rubii,Lineage,Perfume,2018-12-20 18:06:00,False,18,Thursday,12,2018,3
DerRalle,Am Strand,Eva,2018-12-20 18:03:00,False,18,Thursday,12,2018,1
Siny,Shinigami,ORANGE,2018-12-20 18:00:00,False,18,Thursday,12,2018,15
OJ Son,Draw & Music,Chapter I,2018-12-20 17:58:00,False,17,Thursday,12,2018,3
Homebody,Going,Raspberry,2018-12-20 17:52:00,False,17,Thursday,12,2018,3
ØDYSSEE,Atlas,High at the Coktail,2018-12-20 17:16:00,False,17,Thursday,12,2018,1
moffen,The Sun,The Sun,2018-12-20 17:14:00,False,17,Thursday,12,2018,1
iamalex,Treetop Hotel,The Breeze and Beatrice,2018-12-20 17:10:00,False,17,Thursday,12,2018,1
Mr. Goldenfold.,Dog Days,Pool Party,2018-12-20 17:07:00,False,17,Thursday,12,2018,2
Smokedbeat,The Jazz Jousters Sessions #1,C.A,2018-12-20 17:05:00,False,17,Thursday,12,2018,3
DJ Grumble,Ft2020,HelloHello,2018-12-20 17:03:00,False,17,Thursday,12,2018,5
datfootdive,stay healthy drink water i love you.,in my life,2018-12-20 17:02:00,False,17,Thursday,12,2018,3
Bluestaeb,Everything Is Always a Process,How It's Done,2018-12-20 17:00:00,False,17,Thursday,12,2018,2
two sleepy,one last time,days like this,2018-12-20 16:59:00,False,16,Thursday,12,2018,4
Cloudchord,Koi Pond,Aqui,2018-12-20 16:55:00,False,16,Thursday,12,2018,6
[Lo.Leaf],Sounds Granted From Ultra Soul Dolphins (Instrumental),Dead Luis Last Groove - Instrumental,2018-12-20 16:53:00,False,16,Thursday,12,2018,3
sleepdealer,Rearview,Rearview,2018-12-20 16:52:00,False,16,Thursday,12,2018,1
Ecke Prenz,Nachts im Thälmann Park,Minusmuskelgroove,2018-12-20 16:51:00,False,16,Thursday,12,2018,3
Surya,realise/homebody,realise,2018-12-20 16:49:00,False,16,Thursday,12,2018,4
DOWORK,EP2,moving,2018-12-20 16:47:00,False,16,Thursday,12,2018,3
YAYA,Crack,Pushing,2018-12-20 16:44:00,False,16,Thursday,12,2018,2
otesla,Essence,birds of paradise,2018-12-20 16:41:00,False,16,Thursday,12,2018,3
Henyao,Coffee And Unicorns,Rainy Sunday,2018-12-20 16:38:00,False,16,Thursday,12,2018,8
Talking Heads,Talking Heads 77 (Deluxe Version),Psycho Killer - 2005 Remastered Version,2018-12-20 16:31:00,False,16,Thursday,12,2018,3
The Staple Singers,The Very Best Of The Staple Singers,I'll Take You There,2018-12-20 16:28:00,False,16,Thursday,12,2018,7
The Temptations,My Girl,Ain't Too Proud to Beg,2018-12-20 16:25:00,False,16,Thursday,12,2018,4
Cream,Disraeli Gears (Deluxe Edition),Sunshine of Your Love,2018-12-20 16:19:00,False,16,Thursday,12,2018,7
The Hollies,The Long Road Home 1963-2003 - 40th Anniversary Collection,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,2018-12-20 16:16:00,False,16,Thursday,12,2018,1
Tom Petty,Wildflowers,You Don't Know How It Feels,2018-12-20 16:11:00,False,16,Thursday,12,2018,7
Lynyrd Skynyrd,Lynyrd Skynyrd,Free Bird,2018-12-20 15:01:00,False,15,Thursday,12,2018,19
Faces,Ooh La La,Ooh La La,2018-12-20 14:33:00,False,14,Thursday,12,2018,6
Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster For Digital; 2004 Remaster,2018-12-20 14:27:00,False,14,Thursday,12,2018,2
Tom Petty,Wildflowers,Wildflowers,2018-12-20 14:24:00,False,14,Thursday,12,2018,14
Jimi Hendrix,Axis: Bold as Love,Little Wing,2018-12-20 14:14:00,False,14,Thursday,12,2018,10
Grateful Dead,American Beauty,Truckin',2018-12-20 14:09:00,False,14,Thursday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,Different Wings,2018-12-19 22:31:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Canon Rock,2018-12-19 22:25:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,O' Come All Ye Faithful - Instrumental,2018-12-19 22:24:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,What Child Is This?,2018-12-19 22:18:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Bells Carousels & Time - Instrumental,2018-12-19 22:17:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,Back to a Reason - Pt. II,2018-12-19 22:11:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,Wish Liszt (Toy Shop Madness) - Instrumental,2018-12-19 22:07:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,The Wisdom Of Snow - Instrumental,2018-12-19 22:05:00,False,22,Wednesday,12,2018,1
Trans-Siberian Orchestra,The Lost Christmas Eve,For The Sake Of Our Brother,2018-12-19 22:02:00,False,22,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,What Is Christmas?,2018-12-19 21:58:00,False,21,Wednesday,12,2018,2
Trans-Siberian Orchestra,The Lost Christmas Eve,Siberian Sleigh Ride - Instrumental,2018-12-19 21:55:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Jam,2018-12-19 21:51:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Nights In Blue,2018-12-19 21:47:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Concerto - Instrumental,2018-12-19 21:42:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Queen Of The Winter Night,2018-12-19 21:42:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Concerto - Instrumental,2018-12-19 21:41:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Anno Domine,2018-12-19 21:39:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Remember,2018-12-19 21:36:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Wizards In Winter - Instrumental,2018-12-19 21:33:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Jam,2018-12-19 21:28:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Jazz - Instrumental,2018-12-19 21:25:00,False,21,Wednesday,12,2018,2
Trans-Siberian Orchestra,The Lost Christmas Eve,Queen Of The Winter Night,2018-12-19 21:21:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Nights In Blue,2018-12-19 21:21:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Concerto - Instrumental,2018-12-19 21:17:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Anno Domine,2018-12-19 21:16:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Remember,2018-12-19 21:14:00,False,21,Wednesday,12,2018,4
Trans-Siberian Orchestra,The Lost Christmas Eve,Wizards In Winter - Instrumental,2018-12-19 21:10:00,False,21,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Christmas Dreams,2018-12-19 21:07:00,False,21,Wednesday,12,2018,2
Trans-Siberian Orchestra,The Lost Christmas Eve,The Lost Christmas Eve,2018-12-19 21:02:00,False,21,Wednesday,12,2018,2
Trans-Siberian Orchestra,The Lost Christmas Eve,Faith Noel,2018-12-19 20:57:00,False,20,Wednesday,12,2018,3
Trans-Siberian Orchestra,The Lost Christmas Eve,Faith Noel,2018-12-19 20:52:00,False,20,Wednesday,12,2018,3
Trans-Siberian Orchestra,Beethoven's Last Night,A Final Dream,2018-12-19 20:34:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,Who Is This Child,2018-12-19 20:31:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,Misery,2018-12-19 20:24:00,False,20,Wednesday,12,2018,3
Trans-Siberian Orchestra,Beethoven's Last Night,Mephistopheles' Return,2018-12-19 20:24:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,Beethoven,2018-12-19 20:17:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,This Is Who You Are,2018-12-19 20:12:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,A Last Illusion,2018-12-19 20:06:00,False,20,Wednesday,12,2018,1
Trans-Siberian Orchestra,Beethoven's Last Night,After the Fall,2018-12-19 20:02:00,False,20,Wednesday,12,2018,2
Trans-Siberian Orchestra,Beethoven's Last Night,Fur Elise,2018-12-19 20:01:00,False,20,Wednesday,12,2018,2
Trans-Siberian Orchestra,Beethoven's Last Night,The Dark,2018-12-19 19:56:00,False,19,Wednesday,12,2018,3
Trans-Siberian Orchestra,Beethoven's Last Night,I'll Keep Your Secrets,2018-12-19 19:51:00,False,19,Wednesday,12,2018,2
